cvegeo,intralinks,size,grado,fuerza,longitude,latitude
0901000011561,5.0,58,10,13,-99.23415936020386,19.374484005295667
0901000011646,55.0,195,103,192,-99.23654412509737,19.3542517547592
0901200010905,1279.0,379,332,2310,-99.19010072959873,19.283529790519296
0901200012070,447.0,178,120,915,-99.21359387003874,19.30158430027874
0901200272032,45.0,132,54,98,-99.14180588195978,19.198919355789844
0901400010755,16.0,241,99,129,-99.16515591497635,19.37423431017583
0901500010076,26.0,276,95,142,-99.14528382481544,19.45991029490501
0901700010526,58.0,224,122,167,-99.10872380488662,19.430913820362495
1305100781664,"",6,44,168,-98.75526150967035,20.052192448539238
1307600010449,"",1,6,12,-99.35430329999643,20.05253506827948
1307600220059,0.0,0,0,0,-99.34250706896864,20.03262518359213
1501300010378,1.0,7,1,1,-99.29185978520604,19.573591814797265
1501300011751,"",35,35,185,-99.26305939027353,19.59797591464818
1502000010762,"",5,8,10,-99.11515145487371,19.624726664925635
1502900010185,"",75,199,346,-98.91564348006328,19.410208540183362
150290151,"",7,4,4,-98.85184873528144,19.396591154960433
1503100010770,93.0,141,87,190,-98.96720146021545,19.44232885467981
1503300012894,19.0,156,66,147,-99.07574698036589,19.510958290079977
1503300013021,"",30,35,94,-99.01311327986164,19.599446414668353
150350027045A,"",2,33,39,-99.22604373005339,19.864345664840783
1503700710539,12.0,41,19,24,-99.27988556979221,19.40999159504625
1503900011809,0.0,0,0,0,-98.91625387989441,19.336865430382666
150510007028A,"",3,15,15,-99.49251292416142,19.381798989718014
1507000010410,32.0,115,107,346,-98.96839589981079,19.37118040030491
1507000381226,"",9,15,15,-98.91956605011688,19.370938711212844
1508400040219,"",4,1,2,-98.85992300014546,19.884928970097903
150980036,0.0,0,0,0,-99.50890154041429,19.123532569931342
1510000020159,"",2,2,6,-98.9337626737927,19.59951111349632
1510400011796,222.0,298,185,531,-99.22456174525419,19.540577985036272
1510800140104,1.0,14,10,18,-99.11080714971942,19.651434145019632
1510800140119,6.0,16,58,84,-99.10872895472102,19.652048004876065
1512000460128,"",11,21,21,-99.13860249706401,19.8151814650135
0900300010520,42.0,115,24,40,-99.12589765492038,19.334132235070705
0900500012165,8.0,97,58,76,-99.07099129537113,19.458013979912877
0900500013159,83.0,234,251,447,-99.06647415986924,19.495902574979766
0900600010518,124.0,257,99,191,-99.075631829126,19.390338299908386
0900700011833,16.0,136,202,388,-99.10573373922429,19.33325617100145
0901000012131,3.0,52,14,23,-99.2052714797922,19.371769049963447
0901000012220,41.0,143,111,160,-99.24470698174741,19.359097525178868
0901200010572,15.0,122,83,114,-99.12814698511193,19.292193680027015
0901200272422,167.0,192,248,1066,-99.16135082977507,19.21307423048789
0901700011365,22.0,60,32,51,-99.10550866187067,19.41203404512264
130480001239A,"",11,12,14,-98.79145312878026,20.055543991375696
130690001029A,"",5,1,3,-98.97247837137667,19.856966172986514
150110195,633.0,291,256,1397,-98.95475449535189,19.55260706026921
1501300011681,7.0,143,103,237,-99.23638350008929,19.561121999899
1502500011131,1.0,45,77,122,-98.91152524495632,19.275884314797377
1502900010170,7.0,105,284,1174,-98.9107803851759,19.412489044911293
150330001256A,31.0,51,15,21,-99.06031006967646,19.581360037138865
1503300014941,72.0,396,232,418,-99.01160777010296,19.58324433005481
1503900010694,1.0,36,49,74,-98.89392941011619,19.3243930598142
1503900012084,0.0,0,0,0,-98.91559438764997,19.33861727524021
1503900012277,"",13,6,8,-98.88673324508459,19.295991014787347
1504500010390,"",3,2,2,-99.53141442990699,19.949494715245798
1505800010384,95.0,277,104,206,-99.0450544548122,19.423828099949837
150940041,0.0,0,0,0,-98.83932741513283,19.01394260990736
1510400011279,13.0,86,16,19,-99.09761295977984,19.536208125065066
1510400011688,9.0,125,70,86,-99.10653024992487,19.530845236302326
1510400012347,17.0,130,26,47,-99.19253329988237,19.569575764828386
151150062,13.0,48,79,134,-99.46230359227172,19.4450313556911
0900200010754,48.0,96,51,81,-99.16286209006243,19.466623119714402
0900300010728,41.0,188,85,142,-99.13287486994926,19.32579121537054
0900300011764,13.0,114,149,499,-99.10686226000445,19.325742335111386
090060001058A,84.0,220,101,211,-99.11500626995704,19.390177495170093
0900700010229,4.0,32,20,26,-99.0577701750075,19.38287657459469
0900700012070,68.0,189,103,195,-99.08085293479942,19.305965940091298
0900700013100,46.0,191,177,371,-99.00825118493705,19.33939079011887
0900700013327,136.0,340,259,507,-99.05641495473074,19.32336406551616
0901200010445,8.0,139,89,139,-99.14808557019792,19.297326780312062
0901300011421,1.0,34,8,9,-99.13343502449638,19.247562330103143
0901500011159,51.0,241,181,325,-99.13657106979147,19.415774515181553
0901500011337,16.0,112,135,174,-99.17422549427482,19.40859119734152
0901600010459,25.0,156,68,104,-99.19784698509976,19.44310668507205
1305101321861,"",2,26,69,-98.7748063506728,20.060092220746526
1502000010669,1.0,41,104,202,-99.11471806491846,19.647448424871488
150240001009A,"",16,16,22,-99.16724572523395,19.676551573116875
1502500101023,2.0,33,52,67,-98.96119878511274,19.202717337708442
1503300011468,2.0,33,63,174,-99.05733044499326,19.608124024973897
1505700010620,19.0,74,42,58,-99.26750144514136,19.496868420337073
1505700010870,16.0,219,111,280,-99.25219192999089,19.446365469718877
1505700011830,19.0,127,52,130,-99.2905461395491,19.43632300621111
1505700012222,30.0,214,127,377,-99.24741655494418,19.44344287009009
1505700012345,23.0,153,85,135,-99.25498285886317,19.431450901326706
1505702672699,38.0,166,129,412,-99.29679677566864,19.451184650326454
1507000010035,44.0,160,120,233,-98.97674096989041,19.35739898001484
1507000080961,116.0,217,183,331,-98.9507149998397,19.38759612091163
150990035096A,0.0,0,0,0,-98.7757927201518,19.49289846531161
1510400010834,4.0,54,16,29,-99.22147045994598,19.52146546488686
1510400012332,86.0,116,48,86,-99.19022547002157,19.562009335000454
1510600904352,"",18,14,21,-99.57800718491492,19.293337639993368
1510800010335,"",28,35,39,-99.13868095507192,19.678690744788476
1510900250949,5.0,33,49,64,-99.07432295514499,19.6662702296898
1512100011087,"",15,11,16,-99.20491184511839,19.67486661498067
1512100012456,0.0,0,0,0,-99.18408665500564,19.65110982501366
1512200010279,68.0,131,69,200,-98.9546201597742,19.295123290542122
1512200011101,"",7,1,1,-98.93473005574654,19.256197295630983
0900500010421,45.0,175,84,164,-99.16784936990786,19.522953449608277
0900500013233,53.0,198,97,200,-99.13013916929302,19.566846490041076
0900700011015,115.0,303,230,429,-99.06696125005391,19.358817285461733
0900700011706,61.0,297,163,375,-99.02958093506619,19.348488345020783
0901300011027,45.0,206,116,203,-99.0892721913767,19.248608151901724
0901700010564,25.0,145,68,103,-99.09053712991053,19.434371664702933
1304800013114,"",1,3,3,-98.79963611697036,20.071188448926115
1308200030319,2.0,9,4,7,-98.86398014217374,19.98544512307311
1501100010053,"",17,21,24,-98.91585957041553,19.558084945318793
1501300010448,26.0,257,108,171,-99.24499287472486,19.524832800186957
150180088,"",98,59,71,-99.60350342038208,19.174825985161462
1502000010584,1.0,49,66,111,-99.10421302853464,19.623067191856023
1502400880297,3.0,24,19,54,-99.1676765996088,19.695758699762987
150310001093A,39.0,161,122,209,-98.95338581531588,19.411917270292996
1503100011213,10.0,53,4,6,-98.94876353021925,19.39773127003815
1503100011302,"",9,6,6,-98.98841706985783,19.42823214041581
1503100011660,1.0,14,8,12,-98.96591447453201,19.414099980582076
1503300010756,127.0,197,105,196,-99.0398447702575,19.52832914489248
1503300011966,180.0,405,196,483,-99.03887655497209,19.490286540189274
1503300013445,0.0,0,0,0,-99.00118742504876,19.640454294872697
1503300013695,17.0,54,16,37,-99.03185021489742,19.592214799802377
1505700011597,114.0,328,293,792,-99.26072772038725,19.43730109475723
1505800010774,182.0,380,223,565,-99.00230090977482,19.402156984919905
150670129,"",11,39,53,-99.49459214375152,19.44735521533042
1507000010393,63.0,121,88,144,-98.98428226503998,19.36439257496313
1508100190823,0.0,0,0,0,-99.0001170726352,19.68431917500299
1509000060324,0.0,0,0,0,-99.60864168992778,19.06398779601039
1509900121050,"",18,19,23,-98.90534816919708,19.459251118611093
1510400010162,61.0,209,99,167,-99.18708521017251,19.555049970016917
1510400011781,38.0,160,52,71,-99.23189658470886,19.538331314958313
1510400011902,13.0,127,16,24,-99.11729769451078,19.516271410664856
1510400011955,63.0,194,83,126,-99.17474240957625,19.524393559794493
1510600664738,"",12,34,75,-99.61145012535279,19.355267315236247
1510600683744,"",3,3,3,-99.61557095663967,19.373696413764986
1510602334386,"",1,1,1,-99.6060715201657,19.31308951470097
1512100010765,1.0,23,43,76,-99.22025927487677,19.67150239027432
1512100012314,"",15,17,18,-99.21371452507555,19.629465420084873
0900200010788,127.0,230,116,243,-99.14635546516078,19.465671155120198
0900500010703,109.0,329,169,380,-99.08238157017746,19.504452545062893
090060001033A,160.0,248,274,504,-99.06961808496533,19.399075234996634
0900700011369,142.0,331,162,334,-99.11008315995923,19.34475281539204
0900700011848,15.0,107,59,80,-99.10682099480218,19.330494475045395
0900700013238,60.0,237,103,165,-99.02112427998333,19.335120955330872
0900700015732,95.0,156,104,224,-99.04528298423418,19.322596850371617
0900800010029,9.0,53,22,27,-99.21231583016953,19.333015784822308
090100001224A,15.0,123,73,97,-99.23211184904864,19.36120479994798
0901100010113,41.0,138,87,218,-99.03814289523257,19.29506504526111
0901300011402,23.0,100,89,142,-99.08187438019324,19.25376199123636
0901500010837,9.0,122,66,92,-99.16258615480908,19.430196750061818
0901700011149,4.0,60,24,32,-99.10029607999326,19.41534044009682
1304800011372,"",5,15,26,-98.78210365462627,20.05765103796168
1306900100533,0.0,0,0,0,-98.92733494758538,19.865136679220633
1500200120181,"",31,34,42,-98.92607094284907,19.635975452809024
1502900010274,"",26,28,46,-98.88001964231336,19.427871346707448
1503300014674,"",51,76,139,-99.02895258524575,19.606843684791542
150391527,"",16,20,22,-98.8894164517142,19.347350897412724
1505300010212,"",12,31,41,-99.13867841963153,19.715254984655395
1505300050320,"",2,3,5,-99.10742205834049,19.70901669987522
150570001018A,19.0,209,196,331,-99.24116080001826,19.489859585078314
1505700010599,21.0,133,85,166,-99.28323356951353,19.501681290290232
1505700012449,"",29,6,8,-99.23084968478263,19.457407525212517
1505800010312,57.0,232,176,358,-99.03811346106514,19.431786543863414
1505800011452,90.0,328,169,274,-99.05566291465334,19.402467685205245
1506000010556,"",34,26,67,-99.2903552799605,19.614242869859893
1506300250134,"",3,1,1,-99.42399124298146,18.99226233454381
1507000131033,2.0,24,6,7,-98.96465267427652,19.34541062762699
1508700210136,"",10,10,11,-99.61387236190566,19.463400607077872
1508700300174,"",5,5,6,-99.56717533723054,19.478331665305713
1510400010957,27.0,131,75,122,-99.18752456972226,19.519183095230787
1510600791502,3.0,43,129,286,-99.6134239351504,19.32993337971649
1510900031631,22.0,61,148,678,-99.17690347324017,19.596074894536155
1510900250027,1.0,54,35,49,-99.09623150976213,19.66794467977016
1700700010219,2.0,35,40,42,-99.19586061546863,18.942405769029598
090030001086A,28.0,131,56,72,-99.13376569934074,19.32074282957813
0900300011302,9.0,71,28,29,-99.11540315978135,19.32224024530808
0900500012288,27.0,257,123,176,-99.10482305516189,19.453316030359865
0900700010962,79.0,401,195,493,-99.10350257518184,19.36001213009449
0900700015183,23.0,82,79,162,-99.05123630122495,19.37677023738803
0901200010178,31.0,173,96,145,-99.1710166649095,19.297335200177116
0901300010387,34.0,228,98,164,-99.11977832897817,19.243791709914998
0901400010473,3.0,69,36,45,-99.14569875984884,19.38433042575879
0901500010057,159.0,87,115,578,-99.15099583020577,19.461100595147677
0901500010095,20.0,134,48,75,-99.13704310489467,19.45890096025351
0901500010659,27.0,182,63,99,-99.12834201469315,19.439280709830435
0901500010790,24.0,275,137,216,-99.1648097847956,19.43309628004381
0901600010660,14.0,271,106,139,-99.18759816476461,19.43467280019938
0901600010853,4.0,128,76,103,-99.22667172912094,19.424070134978745
0901700011276,34.0,90,74,453,-99.08356197006175,19.409831479748526
1304800011283,"",1,15,208,-98.79357100963207,20.052598094340485
1306900440745,"",1,4,6,-98.96687396006429,19.879410859588216
1500200150251,2.0,43,71,298,-98.89014429934274,19.613672299905687
1501000010200,"",4,21,21,-99.16943289998328,19.97877701510566
1502400010121,"",15,10,20,-99.17543991511904,19.656648800263945
150310001104A,6.0,130,304,530,-98.93228281992434,19.437843694593376
1503300011275,65.0,114,45,77,-99.06227607894479,19.500740270772166
1503300014335,51.0,189,171,268,-99.02703124036853,19.571190355000876
1505800012145,120.0,172,72,143,-98.9712684300116,19.38863177512374
1507000191103,31.0,99,93,154,-98.95641142000648,19.3531219404939
1508800730415,"",12,33,109,-99.57239000065078,18.957145855768847
150940002008A,"",2,5,5,-98.84428044504074,18.988385495127638
1510400011828,16.0,97,41,62,-99.16944525004132,19.53589826988276
1510602354530,"",2,1,1,-99.58686788900508,19.363602345260688
151200486,1.0,141,196,354,-99.07067270463713,19.818557503137665
1512100010708,"",16,18,35,-99.18579844994662,19.71724902474657
0900200010237,1445.0,407,297,3304,-99.21197338090924,19.491460534989347
0900300010380,12.0,133,61,74,-99.18372311462508,19.339698610107156
0900300011459,20.0,75,23,40,-99.10415343540305,19.32083685470594
0900400200316,65.0,454,154,458,-99.3298685292348,19.315244900184247
0900500011260,12.0,172,55,78,-99.12307357433608,19.484545445115266
0900700010089,11.0,84,45,68,-99.04268878495938,19.39168250482192
0900700013079,42.0,247,182,329,-99.04187657003953,19.328793940607135
0900700014664,9.0,103,69,102,-99.03810781015807,19.370819575025354
0900700015751,25.0,85,53,90,-99.0079020451972,19.373900660436398
0901000010031,77.0,240,117,183,-99.20738731491244,19.39933466998852
0901000010262,2.0,34,13,16,-99.20767205469775,19.38779430476211
0901100010448,5.0,75,74,424,-99.0038084102161,19.27386655991131
0901200011034,8.0,54,16,17,-99.15950253010085,19.28208798482968
0901200011424,70.0,203,91,194,-99.18746634491902,19.27119844721286
0901200011496,46.0,300,116,189,-99.24055105006641,19.276886247111896
0901300010847,3.0,30,2,2,-99.1209006147927,19.21294550986567
0901400010045,4.0,145,72,180,-99.16775573008846,19.397494455283237
0901400010312,85.0,125,51,73,-99.13546373477325,19.39004388559392
0901500010540,33.0,242,82,104,-99.13283499998468,19.444708029843458
0901600011029,34.0,115,46,100,-99.18572740012532,19.411768859666413
0901700010776,9.0,82,61,68,-99.10425907471085,19.42281725493971
1501300011094,4.0,69,28,31,-99.24065376999684,19.555846344719303
1503000010097,"",5,30,153,-98.88495443976109,19.562100350142273
1503100010499,116.0,403,189,354,-98.97946690539513,19.43095924481687
1503300011203,2.0,41,13,18,-99.08832335161294,19.51025305518428
1503300013464,"",29,7,15,-99.0025240851742,19.61814939986389
1503900011071,19.0,43,47,99,-98.91378082475904,19.31068902990902
1503900011974,2.0,36,39,65,-98.89713629034208,19.29450741492531
1506500010105,"",3,4,7,-98.75241150383337,19.705929784965527
1507500010154,"",14,15,19,-98.84057902489491,19.704997759855374
1507600010058,16.0,44,56,103,-99.52890444497493,19.245238654889363
1510000010110,"",5,12,12,-98.9147923752451,19.59283481493745
1510900680864,6.0,80,109,587,-99.13817571535063,19.63291947010333
1512000560433,"",3,1,1,-98.98635837510207,19.748745940091197
0900700011867,96.0,446,297,537,-99.09883362494259,19.325913515050132
0900800010048,3.0,113,83,110,-99.21043077484208,19.335897510801992
0901200012456,7.0,103,38,47,-99.14423274504827,19.244160140237824
0901300011385,10.0,89,54,75,-99.11663772471053,19.278244189992705
0901400010172,3.0,70,33,54,-99.13522879435966,19.392543755073383
0901500011214,9.0,167,54,66,-99.1623840849326,19.4137000847943
0901700010901,3.0,52,38,45,-99.121987800251,19.420080265019827
1501300010772,"",28,30,31,-99.24490886970722,19.607679100014778
1501300011747,"",26,22,22,-99.26294223989746,19.59500751477775
150160115,"",17,17,18,-98.79912441473246,19.760399715383762
1502401240460,"",19,11,15,-99.14661689983795,19.754743799989875
1503100011092,"",10,3,3,-98.94284702495167,19.39022235524675
1503300010633,28.0,129,59,64,-99.0191045849964,19.531997134983634
1503300013591,3.0,60,5,5,-99.05493042534879,19.545850229905824
150330001434A,28.0,225,90,142,-99.02136882511081,19.572542639897435
1503300014509,"",65,55,105,-99.05158000991692,19.629193429692755
1503300014617,"",35,109,293,-99.02210862519499,19.613768709848017
1505700011794,29.0,111,56,95,-99.2692853246503,19.445647100293513
1505700011953,28.0,114,72,168,-99.27805604291413,19.490268142796303
1505800012075,12.0,92,84,116,-98.97463848469204,19.38388837465794
1509500010091,"",4,3,12,-99.22092695504745,19.70753979029545
151030005031A,"",10,17,17,-98.7702037150299,19.20216628004743
1510400010798,10.0,132,58,93,-99.19229893493548,19.529212114611084
1510400012031,20.0,93,69,116,-99.16934363502585,19.543734814918736
1510600010400,"",5,8,10,-99.6437701817319,19.298026989898304
0900200010044,12.0,137,22,26,-99.20175874650457,19.509529030573688
0900300010200,14.0,199,87,111,-99.12435979993472,19.34718754519797
0900400010354,68.0,429,183,269,-99.28663905999836,19.364068490076633
0900500010366,121.0,505,302,747,-99.1725952702158,19.527226185018243
0900500012771,16.0,149,127,168,-99.13023171514816,19.54538145496349
0900500012860,50.0,198,158,622,-99.13676012509777,19.512739130090424
0900700013793,62.0,207,127,225,-99.09921234125021,19.34954983545866
0900700014128,2.0,48,16,23,-99.06862671470117,19.33568153058345
0901000010953,61.0,146,67,132,-99.20647775012556,19.359156679936696
0901300010353,21.0,165,54,85,-99.06124560467998,19.25242076495833
0901500010199,29.0,99,137,267,-99.15057799982714,19.455036895003534
0901700010969,10.0,34,28,34,-99.10639351285018,19.420128216125107
1305100921683,"",1,2,8,-98.77489062195275,20.058289221371332
130760001081A,"",2,4,7,-99.34404961547577,20.042707730272987
1501300010039,"",54,95,135,-99.23509223469657,19.59618909013544
1503100010183,136.0,350,134,225,-98.98105901959804,19.414093345172944
1503300012339,29.0,90,31,51,-99.07214282538968,19.508692405111205
1503300013515,59.0,300,182,386,-99.03168667983849,19.553909900001447
1503700240632,0.0,0,0,0,-99.36413743983613,19.37363038966383
1503900011442,"",36,51,58,-98.87239150537886,19.32663704523261
1505700011582,85.0,314,180,660,-99.25394540530047,19.441716815174367
1505800010609,72.0,284,94,192,-99.01576710004382,19.407197770253426
1505800011077,63.0,223,107,204,-98.98867804009484,19.383348109802444
1505800011151,84.0,308,141,224,-99.01479260486197,19.393052985073332
1505800011908,80.0,185,172,837,-99.06178259971792,19.494001940094954
1508100191304,"",8,15,19,-99.0235999368416,19.646002803921657
1508900010126,"",4,7,7,-98.86210481004215,19.15728646927026
150910285,"",2,3,6,-99.16620350525307,19.77805731070189
1510600924085,0.0,0,0,0,-99.65250799258382,19.312004875108837
1510900010351,"",11,6,6,-99.15289163604174,19.64647900571334
1510900031082,9.0,39,49,140,-99.15921259497063,19.59382648771519
1510900251701,"",13,6,6,-99.08371424539706,19.66102988469973
1512000410255,"",1,0,0,-99.00532956034493,19.808554414936786
1512100010271,1.0,10,8,12,-99.22717460021288,19.649669289834986
1512100010500,13.0,74,43,118,-99.23214601490875,19.62159078988693
1512100011566,2.0,28,92,241,-99.20239835004378,19.646620369884374
0900400010392,8.0,25,30,185,-99.3205196245355,19.346652735276734
0900500011561,39.0,206,314,1013,-99.13290099509987,19.47494490995341
0900600010537,63.0,173,96,287,-99.06984693995219,19.38851734020894
0901000010188,15.0,55,32,55,-99.2089205249867,19.388749784913394
0901100010607,67.0,203,116,363,-99.03925148020966,19.31159587482942
0901700010916,9.0,52,6,6,-99.11911443005636,19.417817364983687
0901700011295,8.0,98,38,40,-99.07727720022967,19.41313059010407
1501100290301,"",8,9,13,-98.9716247651115,19.593796096142967
1503300014566,4.0,42,40,66,-99.0582961998123,19.625999600163873
150370172,12.0,77,30,33,-99.337305314545,19.388475304875882
1503900011404,"",15,16,27,-98.93547987517704,19.33049624496153
1505400340898,1.0,19,15,18,-99.60166504530659,19.27129341504545
1505400381078,"",2,1,1,-99.63379378995276,19.253187195155505
1505400470667,"",24,27,42,-99.58957289977329,19.22571860015867
1507000381175,8.0,58,59,98,-98.93333189937684,19.377664770314666
150750120,2.0,8,4,13,-98.79499769958912,19.68629670016524
1509900251510,"",1,4,4,-98.8262739400322,19.533530315548752
1510602334456,"",25,38,54,-99.59746652035003,19.310368690059057
1510900030794,13.0,94,38,62,-99.1770104999961,19.58216461004315
151091792,"",10,15,22,-99.11067128954011,19.676435894995578
151210001077A,"",9,2,2,-99.2120866749466,19.673554074832705
1512200010419,"",29,28,43,-98.93798387000612,19.29741080487867
0900200010684,22.0,184,110,132,-99.18730691991409,19.468388674961467
0900500010328,9.0,61,28,40,-99.14120358514367,19.52515111960824
0900500011650,31.0,243,138,187,-99.09566269516485,19.475742295098872
0900500011881,9.0,101,94,134,-99.09804112513432,19.466838010298737
0900500013093,29.0,321,200,333,-99.14138625461905,19.54532465987294
0901000010489,15.0,123,52,136,-99.21241433980006,19.376248345202942
0901200010214,31.0,166,54,80,-99.13858824501061,19.30018301005383
0901300010175,2.0,57,20,23,-99.12280839489887,19.262085755019584
090140001012A,31.0,203,129,227,-99.14416789481879,19.395248014799385
090140001090A,76.0,155,60,80,-99.18599063512355,19.36645071541285
0901500010926,10.0,182,63,79,-99.17326397487827,19.428618400125828
090170001016A,21.0,81,31,55,-99.11490271471774,19.44930632520368
0901700010174,12.0,74,59,64,-99.11518964465861,19.448216345197814
0901700010278,20.0,99,51,72,-99.10915476464848,19.44260519472693
0901700010827,11.0,144,114,155,-99.05489584809125,19.43604128028775
0901700011204,11.0,86,64,113,-99.08967747017095,19.418162349757736
150220038,"",19,57,59,-98.8565758449551,19.227715065012806
1502900010293,"",72,137,768,-98.88684172997228,19.41753588727093
1503300010262,28.0,134,46,71,-99.05248528005623,19.570123395285734
150330001053A,5.0,43,9,12,-99.04253866978834,19.545376450170757
1503300011114,7.0,70,54,73,-99.08227585511841,19.51351795500713
1503300011858,87.0,321,167,565,-99.02814022004333,19.50467862481588
1505700012133,37.0,130,57,76,-99.27412079961785,19.501656200435
1505800011880,27.0,212,128,199,-99.05174004499798,19.471217125133407
1506100010089,0.0,0,0,0,-98.70582870465927,19.785813955491662
1506500010302,0.0,0,0,0,-98.76324983985864,19.704881600733952
1507600010109,"",11,74,177,-99.5370722852018,19.262354779937645
1508100191037,1.0,106,190,349,-99.01463391532832,19.62591696536323
1508100191287,"",29,84,94,-99.02888235687621,19.650412374739282
1509500260316,"",8,1,2,-99.28276764473617,19.691736067515272
1509900461671,"",10,11,14,-98.86977246962945,19.48791606025562
151040001164A,8.0,78,105,147,-99.17115762969993,19.55156988979267
1510800010369,3.0,33,60,86,-99.10536576172436,19.696030169955367
1510800140123,"",4,2,2,-99.11028840010455,19.653740884848197
1510900031627,"",15,25,30,-99.1553293970715,19.598298392908518
1512000010594,"",8,2,2,-99.07262377458864,19.802027874916334
1512100010784,2.0,28,84,176,-99.22367217464392,19.6741851851169
1700700010168,"",23,18,23,-99.23121687660547,18.93903629252372
0900200010171,39.0,144,139,263,-99.20105517996421,19.49539375488721
0900500010188,87.0,251,147,503,-99.14754625473763,19.53960450976737
0900500010741,44.0,146,110,224,-99.12394620532592,19.49570721527756
0900700010303,19.0,64,42,92,-99.03571418874007,19.380623710133563
0900700014575,21.0,49,37,57,-99.05790163729912,19.37439807546632
0900700014946,20.0,169,66,92,-99.01369201379083,19.347585409949403
0901000010968,21.0,257,136,228,-99.2013116248813,19.35927844520444
0901100010310,11.0,132,116,193,-99.06001898482916,19.287715815283335
0901100010344,4.0,41,31,58,-99.00935513037592,19.27935965505828
0901300011116,24.0,124,108,204,-99.09524067530707,19.26368051510767
0901400010384,6.0,207,79,94,-99.17577695489967,19.38925071534299
1502400880282,1.0,12,13,14,-99.16386519474122,19.703638489843833
1503300013036,3.0,72,99,185,-99.01503035521966,19.59653615497991
1503500060500,"",3,0,0,-99.19142977785084,19.87725160659245
150350008020A,"",7,2,2,-99.2120906499292,19.826972835273764
1503700710100,32.0,430,155,326,-99.26401557948294,19.40183781011944
1503900641758,"",12,18,29,-98.84278948965144,19.311012486169865
150600471,"",2,28,37,-99.46177461499656,19.60922912970027
1506300010064,"",6,29,46,-99.41509045343973,18.976259321096194
1508100191357,"",42,84,97,-99.02614563930271,19.644679600996525
1509000010199,"",3,3,3,-99.58392232518855,19.104755230622963
1509200190282,0.0,0,0,0,-98.87274755392187,19.66867282253965
1510400010355,103.0,214,183,370,-99.15940677534277,19.54674780498849
1510400010800,89.0,212,159,412,-99.18600852503968,19.52280846492647
1510400010849,20.0,97,30,41,-99.21943295474136,19.52227702503467
1510600512731,1.0,8,9,10,-99.55171746468804,19.360955744830687
1510602354579,"",9,1,1,-99.57827940229797,19.370009715131786
151080509,"",10,16,20,-99.10646589398814,19.69088563011225
1512100011941,"",13,25,44,-99.19559585992016,19.63114803008356
0900500012339,6.0,18,5,10,-99.08355574103037,19.453152960038683
0900700013581,1.0,80,45,56,-99.04560825922967,19.38518609607661
0900700014715,6.0,43,30,45,-99.04473608332412,19.360407640219826
0900800010194,20.0,187,79,111,-99.22427609458953,19.3191971307399
0901200010746,11.0,50,30,91,-99.12638437500398,19.286702165195265
0901300011243,12.0,45,21,32,-99.11137970467371,19.286902710335305
1301300130260,"",2,7,20,-99.1970026652323,19.984254844841598
1305101411895,1.0,11,9,12,-98.76871502108352,20.060625674813686
1306900420675,"",6,4,4,-98.9336692239363,19.880314079322716
150300001010A,0.0,0,0,0,-98.9038641096175,19.56814480503654
1503100010569,64.0,163,69,133,-98.97818520977344,19.409713809930913
1503300014871,50.0,149,87,175,-99.0382684848683,19.56674096519911
1503700710098,43.0,550,213,385,-99.2663609250256,19.40465548557522
1504300010108,"",2,2,2,-99.40968005943603,19.18371126038732
1505700011281,6.0,72,26,30,-99.24574262004917,19.49631298994192
1505800011128,20.0,133,51,94,-98.97034738461349,19.374225890039792
1507000050904,9.0,73,31,84,-98.94579542992548,19.377737325725484
1510600664691,"",5,12,12,-99.6374623449197,19.34334712020477
1510900030614,5.0,31,39,65,-99.17806110023984,19.624561805014928
1512100011975,"",7,5,10,-99.21378203992323,19.675093405175616
151210001209A,"",11,7,7,-99.24205530427824,19.670746410108922
0900300010198,13.0,89,36,46,-99.13046723529338,19.348635265158045
0900300011590,8.0,69,52,71,-99.17108811515115,19.30862039989714
0900300011726,11.0,140,53,82,-99.1335386697045,19.316160185343968
0900500010900,5.0,77,45,57,-99.14919912456898,19.49801890544021
0900500012095,57.0,192,95,209,-99.1013893852869,19.462506899626938
0900600011164,215.0,68,31,135,-99.09904224994997,19.38176121525096
0900700011443,8.0,84,77,102,-99.06179105459228,19.348851000217444
0900700013577,9.0,57,34,61,-99.03914965519235,19.38529664172437
0900700014151,10.0,58,46,75,-99.07212320861149,19.332233577137995
0901000012199,32.0,187,110,255,-99.21938426498701,19.352320164682602
090110026097A,12.0,140,81,133,-98.9719058248383,19.310048024729817
0901200010977,"",26,12,13,-99.15135530999532,19.286357994559715
0901500010502,56.0,307,131,310,-99.1484131849113,19.447670479875384
0901600010815,3.0,106,45,47,-99.2194396948862,19.429234044797468
0901700010988,4.0,51,16,21,-99.10220236906437,19.421152190748177
0901700010992,11.0,55,21,27,-99.10045758409868,19.42041322042058
0901700011435,8.0,52,71,96,-99.10499261448899,19.409772839201764
1301000080292,0.0,0,0,0,-99.22519952345449,20.02972629058413
1500200150533,"",6,1,1,-98.98397581921537,19.60434755513228
150090001006A,"",27,35,229,-98.76459319227794,19.11646552969686
1500900060110,"",3,2,2,-98.73245220009466,19.081360554931436
1501300010503,18.0,97,34,55,-99.24263730038132,19.588782985062913
150200001064A,"",15,12,14,-99.07776650497269,19.65167336973075
1503300012697,"",17,11,16,-98.98063065468958,19.633884370498897
1503900011391,"",2,1,6,-98.92627081383253,19.323842200582988
1505100010275,"",31,25,29,-99.50604119456474,19.293374720084685
